sheet_row,API Family,Group,Endpoint Name,Method,Description,Proposed scope,Auth Type,Docs URL,Consent category,API Path,Operation ID,Environment,mapping handled?
2,Content APIs (v4),Audio,Get timestamp range,GET,Find the timestamp range for a reciter audio (chapter / verse / word level),Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/audio-reciter-timestamp/,,/audio/reciters/{reciter_id}/timestamp,audio-reciter-timestamp,Live,
3,Content APIs (v4),Audio,Lookup verse by timestamp,GET,Reverse-lookup which verse/word plays at a given millisecond offset,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/audio-reciter-lookup/,,/audio/reciters/{reciter_id}/lookup,audio-reciter-lookup,Live,
4,Content APIs (v4),Audio,Recitations,GET,List all available ayah-by-ayah recitations,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/recitations/,,/resources/recitations,recitations,Live,
5,Content APIs (v4),Audio,Get list of audio files of single recitation,GET,Get all audio file URLs for a specific ayah-by-ayah recitation,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/recitation-audio-files/,,/quran/recitations/{recitation_id},recitation-audio-files,Live,
6,Content APIs (v4),Audio,List of Chapter Reciters,GET,List all reciters who have full-chapter audio available,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/chapter-reciters/,,/resources/chapter_reciters,chapter-reciters,Live,
7,Content APIs (v4),Audio,Get Ayah recitations for specific Surah,GET,Return per-ayah audio URLs for a given Surah and recitation,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-surah-recitation/,,/recitations/{recitation_id}/by_chapter/{chapter_number},list-surah-recitation,Live,
8,Content APIs (v4),Audio,Get Ayah recitations for specific Juz,GET,Return per-ayah audio URLs for a given Juz and recitation,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-juz-recitation/,,/recitations/{recitation_id}/by_juz/{juz_number},list-juz-recitation,Live,
9,Content APIs (v4),Audio,Get Ayah recitations for specific Madani Mushaf page,GET,Return per-ayah audio URLs for a Madani Mushaf page,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-page-recitation/,,/recitations/{recitation_id}/by_page/{page_number},list-page-recitation,Live,
10,Content APIs (v4),Audio,Get Ayah recitations for specific Rub el Hizb,GET,Return per-ayah audio URLs for a Rub el Hizb,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-rub-el-hizb-recitation/,,/recitations/{recitation_id}/by_rub/{rub_el_hizb_number},list-rub-el-hizb-recitation,Live,
11,Content APIs (v4),Audio,Get Ayah recitations for specific Hizb,GET,Return per-ayah audio URLs for a Hizb,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-hizb-recitation/,,/recitations/{recitation_id}/by_hizb/{hizb_number},list-hizb-recitation,Live,
12,Content APIs (v4),Audio,Get Ayah recitations for specific Ayah,GET,Return audio URL for a single ayah,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-ayah-recitation/,,/recitations/{recitation_id}/by_ayah/{ayah_key},list-ayah-recitation,Live,
13,Content APIs (v4),Audio,Get Ayah recitations for specific Manzil,GET,Return per-ayah audio URLs for a Manzil,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-manzil-recitation/,,/recitations/{recitation_id}/by_manzil/{manzil_number},list-manzil-recitation,Live,
14,Content APIs (v4),Audio,Get Ayah recitations for specific Ruku,GET,Return per-ayah audio URLs for a Ruku,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-ruku-recitation/,,/recitations/{recitation_id}/by_ruku/{ruku_number},list-ruku-recitation,Live,
15,Content APIs (v4),Audio,List of all chapter audio files of a reciter,GET,List all chapter-level audio files for a specific chapter reciter,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/chapter-reciter-audio-files/,,/chapter_recitations/{reciter_id},chapter-reciter-audio-files,Live,
16,Content APIs (v4),Audio,Get chapter audio file of a reciter,GET,Get the audio file for a single chapter from a specific reciter,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/chapter-reciter-audio-file/,,/chapter_recitations/{reciter_id}/{chapter_number},chapter-reciter-audio-file,Live,
17,Content APIs (v4),Audio,Get Ayah recitations for specific Rub el Hizb (alias /by_rub_el_hizb),GET,Alias endpoint for Rub el Hizb recitations,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-rub-el-hizb-recitation-rub-el-hizb/,,/recitations/{recitation_id}/by_rub_el_hizb/{rub_el_hizb_number},list-rub-el-hizb-recitation-rub-el-hizb,Live,
18,Content APIs (v4),Chapters,List Chapters,GET,List all 114 Quran chapters with name and metadata,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-chapters/,,/chapters,list-chapters,Live,
19,Content APIs (v4),Chapters,Get Chapter,GET,Get details of a single chapter by number,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/get-chapter/,,/chapters/{id},GET-chapter,Live,
20,Content APIs (v4),Chapters,Get Chapter Info,GET,Get introductory information / tafsir-style intro for a chapter,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/get-chapter-info/,,/chapters/{id}/info,get-chapter-info,Live,
21,Content APIs (v4),Hadith,Get hadith references for a specific Ayah,GET,Get ordered hadith reference records linked to a specific ayah,Hadith Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/hadith-references-by-ayah/,,/hadith_references/by_ayah/{ayah_key},hadith-references-by-ayah,Live,
22,Content APIs (v4),Hadith,Get hadiths for a specific Ayah,GET,Get full hadith text records linked to a specific ayah,Hadith Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/hadiths-by-ayah/,,/hadith_references/by_ayah/{ayah_key}/hadiths,hadiths-by-ayah,Live,
23,Content APIs (v4),Hadith,Get hadith counts within a verse range,GET,Count hadith references within a range of verses,Hadith Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/hadith-count-within-range/,,/hadith_references/count_within_range,hadith-count-within-range,Live,
24,Content APIs (v4),Pages,List Pages,GET,Get all pages for the selected mushaf,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-pages/,,/pages,list-pages,Live,
25,Content APIs (v4),Pages,Lookup Pages,GET,Lookup page number from a verse key or other structural identifier,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/get-pages-lookup/,,/pages/lookup,get-pages-lookup,Live,
26,Content APIs (v4),Pages,Get Page,GET,Get a single mushaf page by page number,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/get-pages-page-number/,,/pages/{page_number},get-pages-page-number,Live,
27,Content APIs (v4),Verses,By Chapter,GET,Get all verses for a given chapter (Surah),Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-chapter-number/,,/verses/by_chapter/{chapter_number},verses-by_chapter_number,Live,
28,Content APIs (v4),Verses,By Page,GET,Get all verses on a given Madani Mushaf page,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-page-number/,,/verses/by_page/{page_number},verses-by_page_number,Live,
29,Content APIs (v4),Verses,By Juz,GET,Get all verses in a given Juz,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-juz-number/,,/verses/by_juz/{juz_number},verses-by_juz_number,Live,
30,Content APIs (v4),Verses,By Hizb number,GET,Get all verses in a given Hizb,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-hizb-number/,,/verses/by_hizb/{hizb_number},verses-by_hizb_number,Live,
31,Content APIs (v4),Verses,By Rub el Hizb number,GET,Get all verses in a given Rub el Hizb,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-rub-el-hizb-number/,,/verses/by_rub/{rub_el_hizb_number},verses-by_rub_el_hizb_number,Live,
32,Content APIs (v4),Verses,By Manzil,GET,Get all verses in a given Manzil,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-manzil-number/,,/verses/by_manzil/{manzil_number},verses-by_manzil_number,Live,
33,Content APIs (v4),Verses,By Ruku,GET,Get all verses in a given Ruku,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-ruku-number/,,/verses/by_ruku/{ruku_number},verses-by_ruku_number,Live,
34,Content APIs (v4),Verses,By Range,GET,Get verses within a specific verse key range,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-range/,,/verses/by_range,verses-by_range,Live,
35,Content APIs (v4),Verses,By Specific Verse Key,GET,Get a single verse by its verse key (e.g. 2:255),Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-verse-key/,,/verses/by_key/{verse_key},verses-by_verse_key,Live,
36,Content APIs (v4),Verses,Get random ayah,GET,Get a random verse (can be scoped to chapter / page / juz etc.),Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/random-verse/,,/verses/random,random_verse,Live,
37,Content APIs (v4),Verses,By Rub el Hizb number (alias /by_rub_el_hizb),GET,Alias endpoint for Rub el Hizb verse lookup,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verses-by-rub-el-hizb-number-rub-el-hizb/,,/verses/by_rub_el_hizb/{rub_el_hizb_number},verses-by_rub_el_hizb_number-rub-el-hizb,Live,
38,Content APIs (v4),Juz,List Juzs,GET,List all 30 Juzs with verse boundaries,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-juzs/,,/juzs,list-juzs,Live,
39,Content APIs (v4),Juz,Get Juz,GET,Get a single Juz by number,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/get-juz/,,/juzs/{id},get-juz,Live,
40,Content APIs (v4),Quran,Get Quran verses in a specific script,GET,Stream full Quran text in a requested script (Uthmani / IndoPak / Imlaei etc.) with structural filters,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-by-script/,,/quran/verses/{script},quran-verses-by-script,Live,
41,Content APIs (v4),Quran,Get Indopak Script of ayah,GET,Get IndoPak script text for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-indopak/,,/quran/verses/indopak,QURAN-verses-indopak,Live,
42,Content APIs (v4),Quran,Get Indopak Nastaleeq Script of ayah,GET,Get IndoPak Nastaleeq script text for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-indopak-nastaleeq/,,/quran/verses/indopak_nastaleeq,QURAN-verses-indopak-nastaleeq,Live,
43,Content APIs (v4),Quran,Get Uthmani Tajweed Script of ayah,GET,Get Uthmani Tajweed color-coded text for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-uthmani-tajweed/,,/quran/verses/uthmani_tajweed,QURAN-verses-uthmani-tajweed,Live,
44,Content APIs (v4),Quran,Get Uthmani Script of ayah,GET,Get Uthmani script text for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-uthmani/,,/quran/verses/uthmani,QURAN-verses-uthmani,Live,
45,Content APIs (v4),Quran,Get Uthmani simple script of ayah,GET,Get Uthmani simple (no diacritics) text for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-uthmani-simple/,,/quran/verses/uthmani_simple,QURAN-verses-uthmani_simple,Live,
46,Content APIs (v4),Quran,Get Imlaei Simple text of ayah,GET,Get Imlaei simple script text for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-imlaei/,,/quran/verses/imlaei,QURAN-verses-Imlaei,Live,
47,Content APIs (v4),Quran,Get a single translation,GET,Get paginated translation records for a translation resource across verse ranges,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/translation/,,/quran/translations/{translation_id},translation,Live,
48,Content APIs (v4),Quran,Get paginated tafsir records,GET,Get paginated tafsir records for a tafsir resource across verse ranges,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/tafsir/,,/quran/tafsirs/{tafsir_id},tafsir,Live,
49,Content APIs (v4),Quran,Get V1 Glyph codes of ayah,GET,Get QCF v1 font glyph codes for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-code-v-1/,,/quran/verses/code_v1,QURAN-verses-code_v1,Live,
50,Content APIs (v4),Quran,Get V2 Glyph codes of ayah,GET,Get QCF v2 font glyph codes for verses,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/quran-verses-code-v-2/,,/quran/verses/code_v2,QURAN-verses-code_v2,Live,
51,Content APIs (v4),Resources,Recitation Info,GET,Get metadata about a specific ayah-by-ayah recitation,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/recitation-info/,,/resources/recitations/{recitation_id}/info,recitation-info,Live,
52,Content APIs (v4),Resources,Translation Info,GET,Get metadata about a specific translation resource,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/translation-info/,,/resources/translations/{translation_id}/info,translation-info,Live,
53,Content APIs (v4),Resources,Translations,GET,List all available translation resources,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/translations/,,/resources/translations,translations,Live,
54,Content APIs (v4),Resources,Tafsirs,GET,List all available tafsir resources,Tafsir Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/tafsirs/,,/resources/tafsirs,tafsirs,Live,
55,Content APIs (v4),Resources,Tafsir Info,GET,Get metadata about a specific tafsir resource,Tafsir Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/tafsir-info/,,/resources/tafsirs/{tafsir_id}/info,tafsir-info,Live,
56,Content APIs (v4),Resources,Recitation Styles,GET,List all available recitation styles,Audio scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/recitation-styles/,,/resources/recitation_styles,recitation-styles,Live,
57,Content APIs (v4),Resources,Languages,GET,List all available languages with translation/tafsir support,Content Metadata Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/languages/,,/resources/languages,languages,Live,
58,Content APIs (v4),Resources,Chapter Infos,GET,List all available chapter info records,Quran Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/chapter-info/,,/resources/chapter_infos,chapter-info,Live,
59,Content APIs (v4),Resources,Verse Media,GET,Get media (images) associated with specific verses,Content Metadata Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/verse-media/,,/resources/verse_media,verse-media,Live,
60,Content APIs (v4),Resources,Sync public content resources,GET,Sync endpoint for public content resources (content delta sync),Content Sync Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/resources-sync/,,/resources/sync,resources-sync,Live,
61,Content APIs (v4),Resources,Get content resource snapshot,GET,Get a full snapshot of a content resource for offline caching,Content Sync Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/resources-snapshot/,,/resources/snapshots/{resource_group}/{id},resources-snapshot,Live,
62,Content APIs (v4),Translations,Get translations for specific Surah,GET,Get all translations for a given Surah by translation resource ID,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-surah-translations/,,/translations/{resource_id}/by_chapter/{chapter_number},list-surah-translations,Live,
63,Content APIs (v4),Translations,Get translations for specific Madani Mushaf page,GET,Get translations for all verses on a given Madani Mushaf page,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-page-translations/,,/translations/{resource_id}/by_page/{page_number},list-page-translations,Live,
64,Content APIs (v4),Translations,Get translations for specific Juz,GET,Get translations for all verses in a Juz,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-juz-translations/,,/translations/{resource_id}/by_juz/{juz_number},list-juz-translations,Live,
65,Content APIs (v4),Translations,Get translations for specific Rub el Hizb,GET,Get translations for all verses in a Rub el Hizb,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-rub-el-hizb-translations/,,/translations/{resource_id}/by_rub_el_hizb/{rub_el_hizb_number},list-rub-el-hizb-translations,Live,
66,Content APIs (v4),Translations,Get translations for specific Hizb,GET,Get translations for all verses in a Hizb,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-hizb-translations/,,/translations/{resource_id}/by_hizb/{hizb_number},list-hizb-translations,Live,
67,Content APIs (v4),Translations,Get translations for specific Manzil,GET,Get translations for all verses in a Manzil,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-manzil-translations/,,/translations/{resource_id}/by_manzil/{manzil_number},list-manzil-translations,Live,
68,Content APIs (v4),Translations,Get translations for specific Ruku,GET,Get translations for all verses in a Ruku,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-ruku-translations/,,/translations/{resource_id}/by_ruku/{ruku_number},list-ruku-translations,Live,
69,Content APIs (v4),Translations,Get translations for specific Ayah,GET,Get translations for a single ayah,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-ayah-translations/,,/translations/{resource_id}/by_ayah/{ayah_key},list-ayah-translations,Live,
70,Content APIs (v4),Translations,Get translations for specific Rub el Hizb (alias /by_rub),GET,Alias endpoint for Rub el Hizb translations,Translation Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-rub-el-hizb-translations-rub/,,/translations/{resource_id}/by_rub/{rub_el_hizb_number},list-rub-el-hizb-translations-rub,Live,
71,Content APIs (v4),Tafsirs,Get tafsirs for specific Surah,GET,Get all tafsirs for a given Surah by tafsir resource ID,Tafsir Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-surah-tafsirs/,,/tafsirs/{resource_id}/by_chapter/{chapter_number},list-surah-tafsirs,Live,
72,Content APIs (v4),Tafsirs,Get tafsirs for specific Madani Mushaf page,GET,Get tafsirs for all verses on a given Madani Mushaf page,Tafsir Scope,App credentials,https://api-docs.quran.foundation/docs/content_apis_versioned/4.0.0/list-page-tafsirs/,,/tafsirs/{resource_id}/by_page/{page_number},list-page-tafsirs,Live,
